response	trial_index	task	participantID	age	gender	language	amE	comments	expression	cc	context
0.75	26	target	151	40	male	English	AmE	"""":""""""""}	hear	Danny ate the last cupcake	explicitIgnorance
0.02	27	target	151	40	male	English	AmE	"""":""""""""}	establish	Jackson ran 10 miles	factL
0.4	28	target	151	40	male	English	AmE	"""":""""""""}	think	Grace visited her sister	factH
0.55	29	target	151	40	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.7	30	target	151	40	male	English	AmE	"""":""""""""}	confess	Charley speaks Spanish	explicitIgnorance
0.2	31	target	151	40	male	English	AmE	"""":""""""""}	be annoyed	Frank got a cat	explicitIgnorance
0.01	32	target	151	40	male	English	AmE	"""":""""""""}	say	Olivia sleeps until noon	factL
0.32	33	target	151	40	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.75	34	target	151	40	male	English	AmE	"""":""""""""}	inform	Isabella ate a steak on Sunday	explicitIgnorance
0.42	35	target	151	40	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.44	36	target	151	40	male	English	AmE	"""":""""""""}	pretend	Zoe calculated the tip	explicitIgnorance
0.72	37	target	151	40	male	English	AmE	"""":""""""""}	be right	Josh learned to ride a bike yesterday	factH
0.17	38	target	151	40	male	English	AmE	"""":""""""""}	demonstrate	Emma studied on Saturday morning	explicitIgnorance
0.62	39	target	151	40	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.88	1	practice	323	28	male	English	AmE	"""":""""none""""}	practice	noCC	other
0	3	practice	323	28	male	English	AmE	"""":""""none""""}	practice	noCC	other
1	5	practice	323	28	male	English	AmE	"""":""""none""""}	practice	noCC	other
0	7	practice	323	28	male	English	AmE	"""":""""none""""}	practice	noCC	other
1	10	target	323	28	male	English	AmE	"""":""""none""""}	controlGood4	noCC	other
0.79	11	target	323	28	male	English	AmE	"""":""""none""""}	be right	Jackson ran 10 miles	explicitIgnorance
0.65	12	target	323	28	male	English	AmE	"""":""""none""""}	pretend	Jon walks to work	explicitIgnorance
0	13	target	323	28	male	English	AmE	"""":""""none""""}	inform	Frank got a cat	factL
0	14	target	323	28	male	English	AmE	"""":""""none""""}	establish	Isabella ate a steak on Sunday	factH
0.06	15	target	323	28	male	English	AmE	"""":""""none""""}	admit	Mia drank 2 cocktails last night	factH
0.98	16	target	323	28	male	English	AmE	"""":""""none""""}	continue	noCC	explicitIgnorance
0.7	17	target	323	28	male	English	AmE	"""":""""none""""}	demonstrate	Grace visited her sister	explicitIgnorance
0.72	18	target	323	28	male	English	AmE	"""":""""none""""}	announce	Josh learned to ride a bike yesterday	explicitIgnorance
0.75	19	target	323	28	male	English	AmE	"""":""""none""""}	controlGood3	noCC	other
1	20	target	323	28	male	English	AmE	"""":""""none""""}	controlGood1	noCC	explicitIgnorance
1	21	target	323	28	male	English	AmE	"""":""""none""""}	see	Emily bought a car yesterday	explicitIgnorance
0	22	target	323	28	male	English	AmE	"""":""""none""""}	also	noCC	explicitIgnorance
0	23	target	323	28	male	English	AmE	"""":""""none""""}	confess	Zoe calculated the tip	factL
1	24	target	323	28	male	English	AmE	"""":""""none""""}	hear	Sophia got a tattoo	explicitIgnorance
0.15	25	target	323	28	male	English	AmE	"""":""""none""""}	prove	Josie went on vacation to France	factL
0.86	26	target	323	28	male	English	AmE	"""":""""none""""}	discover	Emma studied on Saturday morning	explicitIgnorance
0.88	27	target	323	28	male	English	AmE	"""":""""none""""}	know	Olivia sleeps until noon	explicitIgnorance
0.28	28	target	323	28	male	English	AmE	"""":""""none""""}	stop	noCC	explicitIgnorance
0.93	29	target	323	28	male	English	AmE	"""":""""none""""}	controlGood2	noCC	explicitIgnorance
0	30	target	323	28	male	English	AmE	"""":""""none""""}	suggest	Mary is pregnant	factL
0.85	31	target	323	28	male	English	AmE	"""":""""none""""}	think	Danny ate the last cupcake	explicitIgnorance
0.62	32	target	323	28	male	English	AmE	"""":""""none""""}	confirm	Owen shoveled snow last winter	factH
0	33	target	323	28	male	English	AmE	"""":""""none""""}	too	noCC	explicitIgnorance
0	34	target	323	28	male	English	AmE	"""":""""none""""}	again	noCC	explicitIgnorance
1	35	target	323	28	male	English	AmE	"""":""""none""""}	say	Charley speaks Spanish	explicitIgnorance
0.65	36	target	323	28	male	English	AmE	"""":""""none""""}	reveal	Tony had a drink last night	factH
0.35	37	target	323	28	male	English	AmE	"""":""""none""""}	be annoyed	Julian dances salsa	explicitIgnorance
0.78	38	target	323	28	male	English	AmE	"""":""""none""""}	acknowledge	Jayden rented a car	explicitIgnorance
0.3	39	target	323	28	male	English	AmE	"""":""""none""""}	cleft	noCC	explicitIgnorance
1	1	practice	80	65	female	English	AmE	"""":""""The study is interesting.""""}	practice	noCC	other
0	3	practice	80	65	female	English	AmE	"""":""""The study is interesting.""""}	practice	noCC	other
0.99	5	practice	80	65	female	English	AmE	"""":""""The study is interesting.""""}	practice	noCC	other
0	7	practice	80	65	female	English	AmE	"""":""""The study is interesting.""""}	practice	noCC	other
0.13	10	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	stop	noCC	explicitIgnorance
0.86	11	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	think	Tony had a drink last night	factL
0.87	12	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	pretend	Emma studied on Saturday morning	explicitIgnorance
0	13	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	cleft	noCC	explicitIgnorance
0	14	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	also	noCC	explicitIgnorance
0.93	15	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	controlGood2	noCC	explicitIgnorance
0.98	16	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	prove	Jackson ran 10 miles	factH
0.9	17	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	inform	Frank got a cat	explicitIgnorance
1	18	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	controlGood1	noCC	explicitIgnorance
1	19	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	reveal	Mary is pregnant	factH
0.83	20	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	demonstrate	Charley speaks Spanish	explicitIgnorance
0.85	21	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	see	Owen shoveled snow last winter	explicitIgnorance
0.26	22	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	controlGood3	noCC	other
0.88	23	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	confirm	Emily bought a car yesterday	explicitIgnorance
0	24	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	again	noCC	explicitIgnorance
0.84	25	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	announce	Isabella ate a steak on Sunday	explicitIgnorance
0.9	26	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	say	Zoe calculated the tip	factH
0.81	27	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	confess	Jayden rented a car	factL
0.85	28	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	know	Jon walks to work	factL
0	29	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	continue	noCC	explicitIgnorance
0.98	30	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	be right	Mia drank 2 cocktails last night	explicitIgnorance
0.95	31	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	admit	Olivia sleeps until noon	explicitIgnorance
0.96	32	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	discover	Danny ate the last cupcake	explicitIgnorance
0.95	33	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	suggest	Josh learned to ride a bike yesterday	explicitIgnorance
0.14	34	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	too	noCC	explicitIgnorance
0.96	35	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	be annoyed	Grace visited her sister	factL
0.89	36	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	establish	Julian dances salsa	explicitIgnorance
1	37	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	controlGood4	noCC	other
0.82	38	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	acknowledge	Sophia got a tattoo	factH
0.91	39	target	80	65	female	English	AmE	"""":""""The study is interesting.""""}	hear	Josie went on vacation to France	explicitIgnorance
0.74	1	practice	359	53	female	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	359	53	female	English	AmE	"""":""""""""}	practice	noCC	other
0.69	5	practice	359	53	female	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	359	53	female	English	AmE	"""":""""""""}	practice	noCC	other
0	10	target	359	53	female	English	AmE	"""":""""""""}	be annoyed	Owen shoveled snow last winter	explicitIgnorance
0.95	11	target	359	53	female	English	AmE	"""":""""""""}	inform	Grace visited her sister	explicitIgnorance
0.79	12	target	359	53	female	English	AmE	"""":""""""""}	be right	Mia drank 2 cocktails last night	factL
0.84	13	target	359	53	female	English	AmE	"""":""""""""}	prove	Mary is pregnant	explicitIgnorance
0.9	14	target	359	53	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.61	15	target	359	53	female	English	AmE	"""":""""""""}	establish	Jackson ran 10 miles	explicitIgnorance
0.71	16	target	359	53	female	English	AmE	"""":""""""""}	acknowledge	Emily bought a car yesterday	factH
0.73	17	target	359	53	female	English	AmE	"""":""""""""}	admit	Jon walks to work	explicitIgnorance
0.23	18	target	359	53	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.06	19	target	359	53	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.57	20	target	359	53	female	English	AmE	"""":""""""""}	hear	Tony had a drink last night	factH
0.76	21	target	359	53	female	English	AmE	"""":""""""""}	suggest	Emma studied on Saturday morning	explicitIgnorance
1	22	target	359	53	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.66	23	target	359	53	female	English	AmE	"""":""""""""}	say	Zoe calculated the tip	explicitIgnorance
0.04	24	target	359	53	female	English	AmE	"""":""""""""}	demonstrate	Josie went on vacation to France	factL
0.6	25	target	359	53	female	English	AmE	"""":""""""""}	reveal	Danny ate the last cupcake	factH
0.69	26	target	359	53	female	English	AmE	"""":""""""""}	think	Sophia got a tattoo	explicitIgnorance
0.01	27	target	359	53	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.41	28	target	359	53	female	English	AmE	"""":""""""""}	confess	Olivia sleeps until noon	factL
0.02	29	target	359	53	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.03	30	target	359	53	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.05	31	target	359	53	female	English	AmE	"""":""""""""}	know	Charley speaks Spanish	explicitIgnorance
0.73	32	target	359	53	female	English	AmE	"""":""""""""}	confirm	Isabella ate a steak on Sunday	factL
0.76	33	target	359	53	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.24	34	target	359	53	female	English	AmE	"""":""""""""}	pretend	Josh learned to ride a bike yesterday	explicitIgnorance
0.64	35	target	359	53	female	English	AmE	"""":""""""""}	announce	Julian dances salsa	factH
1	36	target	359	53	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.03	37	target	359	53	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.58	38	target	359	53	female	English	AmE	"""":""""""""}	see	Frank got a cat	explicitIgnorance
0.89	39	target	359	53	female	English	AmE	"""":""""""""}	discover	Jayden rented a car	explicitIgnorance
0.83	1	practice	63	45	male	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	63	45	male	English	AmE	"""":""""""""}	practice	noCC	other
0.93	5	practice	63	45	male	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	63	45	male	English	AmE	"""":""""""""}	practice	noCC	other
0.88	10	target	63	45	male	English	AmE	"""":""""""""}	establish	Zoe calculated the tip	explicitIgnorance
0.08	11	target	63	45	male	English	AmE	"""":""""""""}	see	Tony had a drink last night	explicitIgnorance
0	12	target	63	45	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.92	13	target	63	45	male	English	AmE	"""":""""""""}	confirm	Emma studied on Saturday morning	explicitIgnorance
0	14	target	63	45	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.28	15	target	63	45	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.03	16	target	63	45	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.92	17	target	63	45	male	English	AmE	"""":""""""""}	be right	Danny ate the last cupcake	explicitIgnorance
0.04	18	target	63	45	male	English	AmE	"""":""""""""}	pretend	Josh learned to ride a bike yesterday	factH
0.88	19	target	63	45	male	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.26	20	target	63	45	male	English	AmE	"""":""""""""}	think	Mia drank 2 cocktails last night	factL
0.36	21	target	63	45	male	English	AmE	"""":""""""""}	demonstrate	Charley speaks Spanish	factH
0.31	22	target	63	45	male	English	AmE	"""":""""""""}	inform	Jackson ran 10 miles	explicitIgnorance
0.22	23	target	63	45	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
1	24	target	63	45	male	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.32	25	target	63	45	male	English	AmE	"""":""""""""}	discover	Grace visited her sister	factL
0	26	target	63	45	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
1	27	target	63	45	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.65	28	target	63	45	male	English	AmE	"""":""""""""}	suggest	Sophia got a tattoo	factL
0.83	29	target	63	45	male	English	AmE	"""":""""""""}	reveal	Josie went on vacation to France	explicitIgnorance
1	30	target	63	45	male	English	AmE	"""":""""""""}	say	Emily bought a car yesterday	explicitIgnorance
0.89	31	target	63	45	male	English	AmE	"""":""""""""}	hear	Owen shoveled snow last winter	explicitIgnorance
0.84	32	target	63	45	male	English	AmE	"""":""""""""}	announce	Frank got a cat	explicitIgnorance
0.27	33	target	63	45	male	English	AmE	"""":""""""""}	admit	Jon walks to work	explicitIgnorance
0.66	34	target	63	45	male	English	AmE	"""":""""""""}	prove	Mary is pregnant	explicitIgnorance
0	35	target	63	45	male	English	AmE	"""":""""""""}	know	Isabella ate a steak on Sunday	factL
0	36	target	63	45	male	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.21	37	target	63	45	male	English	AmE	"""":""""""""}	acknowledge	Julian dances salsa	explicitIgnorance
0.74	38	target	63	45	male	English	AmE	"""":""""""""}	confess	Olivia sleeps until noon	factH
0.82	39	target	63	45	male	English	AmE	"""":""""""""}	be annoyed	Jayden rented a car	factH
1	1	practice	39	49	female	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	39	49	female	English	AmE	"""":""""""""}	practice	noCC	other
0.96	5	practice	39	49	female	English	AmE	"""":""""""""}	practice	noCC	other
0.04	7	practice	39	49	female	English	AmE	"""":""""""""}	practice	noCC	other
0	10	target	39	49	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.03	11	target	39	49	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
1	12	target	39	49	female	English	AmE	"""":""""""""}	be right	Jon walks to work	factH
1	13	target	39	49	female	English	AmE	"""":""""""""}	announce	Owen shoveled snow last winter	factH
0	14	target	39	49	female	English	AmE	"""":""""""""}	prove	Olivia sleeps until noon	factL
1	15	target	39	49	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.03	16	target	39	49	female	English	AmE	"""":""""""""}	know	Josh learned to ride a bike yesterday	explicitIgnorance
0.79	17	target	39	49	female	English	AmE	"""":""""""""}	be annoyed	Frank got a cat	factL
0.5	18	target	39	49	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.58	19	target	39	49	female	English	AmE	"""":""""""""}	discover	Mary is pregnant	explicitIgnorance
1	20	target	39	49	female	English	AmE	"""":""""""""}	think	Charley speaks Spanish	explicitIgnorance
0	21	target	39	49	female	English	AmE	"""":""""""""}	confirm	Isabella ate a steak on Sunday	factH
0.9	22	target	39	49	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
1	23	target	39	49	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.56	24	target	39	49	female	English	AmE	"""":""""""""}	admit	Josie went on vacation to France	explicitIgnorance
0.06	25	target	39	49	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.99	26	target	39	49	female	English	AmE	"""":""""""""}	reveal	Emma studied on Saturday morning	explicitIgnorance
1	27	target	39	49	female	English	AmE	"""":""""""""}	hear	Tony had a drink last night	explicitIgnorance
0.88	28	target	39	49	female	English	AmE	"""":""""""""}	say	Grace visited her sister	factL
0.8	29	target	39	49	female	English	AmE	"""":""""""""}	suggest	Julian dances salsa	explicitIgnorance
0.16	30	target	39	49	female	English	AmE	"""":""""""""}	demonstrate	Emily bought a car yesterday	explicitIgnorance
1	31	target	39	49	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.13	32	target	39	49	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.95	33	target	39	49	female	English	AmE	"""":""""""""}	confess	Jayden rented a car	factH
0.85	34	target	39	49	female	English	AmE	"""":""""""""}	see	Zoe calculated the tip	explicitIgnorance
1	35	target	39	49	female	English	AmE	"""":""""""""}	pretend	Sophia got a tattoo	explicitIgnorance
0.01	36	target	39	49	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.87	37	target	39	49	female	English	AmE	"""":""""""""}	establish	Danny ate the last cupcake	explicitIgnorance
0.58	38	target	39	49	female	English	AmE	"""":""""""""}	inform	Jackson ran 10 miles	factL
1	39	target	39	49	female	English	AmE	"""":""""""""}	acknowledge	Mia drank 2 cocktails last night	explicitIgnorance
0.59	1	practice	221	52	female	English	AmE	"""":""""""""}	practice	noCC	other
1	3	practice	221	52	female	English	AmE	"""":""""""""}	practice	noCC	other
0	5	practice	221	52	female	English	AmE	"""":""""""""}	practice	noCC	other
1	7	practice	221	52	female	English	AmE	"""":""""""""}	practice	noCC	other
0	9	practice	221	52	female	English	AmE	"""":""""""""}	practice	noCC	other
0	12	target	221	52	female	English	AmE	"""":""""""""}	know	Josie went on vacation to France	explicitIgnorance
1	13	target	221	52	female	English	AmE	"""":""""""""}	prove	Zoe calculated the tip	explicitIgnorance
1	14	target	221	52	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
1	15	target	221	52	female	English	AmE	"""":""""""""}	acknowledge	Julian dances salsa	explicitIgnorance
0	16	target	221	52	female	English	AmE	"""":""""""""}	be right	Mary is pregnant	factH
1	17	target	221	52	female	English	AmE	"""":""""""""}	demonstrate	Jayden rented a car	explicitIgnorance
0	18	target	221	52	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
1	19	target	221	52	female	English	AmE	"""":""""""""}	establish	Grace visited her sister	factL
0	20	target	221	52	female	English	AmE	"""":""""""""}	discover	Emily bought a car yesterday	factL
1	21	target	221	52	female	English	AmE	"""":""""""""}	see	Jackson ran 10 miles	factH
0	22	target	221	52	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0	23	target	221	52	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
1	24	target	221	52	female	English	AmE	"""":""""""""}	say	Owen shoveled snow last winter	explicitIgnorance
1	25	target	221	52	female	English	AmE	"""":""""""""}	pretend	Frank got a cat	explicitIgnorance
1	26	target	221	52	female	English	AmE	"""":""""""""}	inform	Isabella ate a steak on Sunday	explicitIgnorance
1	27	target	221	52	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
1	28	target	221	52	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
1	29	target	221	52	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0	30	target	221	52	female	English	AmE	"""":""""""""}	hear	Josh learned to ride a bike yesterday	factL
0	31	target	221	52	female	English	AmE	"""":""""""""}	confirm	Olivia sleeps until noon	factH
1	32	target	221	52	female	English	AmE	"""":""""""""}	announce	Sophia got a tattoo	explicitIgnorance
1	33	target	221	52	female	English	AmE	"""":""""""""}	be annoyed	Tony had a drink last night	explicitIgnorance
0	34	target	221	52	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
1	35	target	221	52	female	English	AmE	"""":""""""""}	think	Jon walks to work	explicitIgnorance
1	36	target	221	52	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
1	37	target	221	52	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
1	38	target	221	52	female	English	AmE	"""":""""""""}	admit	Mia drank 2 cocktails last night	explicitIgnorance
1	39	target	221	52	female	English	AmE	"""":""""""""}	reveal	Danny ate the last cupcake	factL
1	40	target	221	52	female	English	AmE	"""":""""""""}	confess	Charley speaks Spanish	factH
1	41	target	221	52	female	English	AmE	"""":""""""""}	suggest	Emma studied on Saturday morning	explicitIgnorance
0.95	1	practice	345	48	male	English	AmE	"""":""""""""}	practice	noCC	other
0.02	3	practice	345	48	male	English	AmE	"""":""""""""}	practice	noCC	other
0.99	5	practice	345	48	male	English	AmE	"""":""""""""}	practice	noCC	other
0.09	7	practice	345	48	male	English	AmE	"""":""""""""}	practice	noCC	other
0.2	10	target	345	48	male	English	AmE	"""":""""""""}	hear	Josie went on vacation to France	explicitIgnorance
0.13	11	target	345	48	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.63	12	target	345	48	male	English	AmE	"""":""""""""}	reveal	Emma studied on Saturday morning	explicitIgnorance
0.87	13	target	345	48	male	English	AmE	"""":""""""""}	prove	Sophia got a tattoo	explicitIgnorance
0.85	14	target	345	48	male	English	AmE	"""":""""""""}	discover	Danny ate the last cupcake	explicitIgnorance
0.94	15	target	345	48	male	English	AmE	"""":""""""""}	establish	Olivia sleeps until noon	explicitIgnorance
0.05	16	target	345	48	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.96	17	target	345	48	male	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.73	18	target	345	48	male	English	AmE	"""":""""""""}	pretend	Isabella ate a steak on Sunday	explicitIgnorance
0.99	19	target	345	48	male	English	AmE	"""":""""""""}	be right	Josh learned to ride a bike yesterday	factH
0.66	20	target	345	48	male	English	AmE	"""":""""""""}	admit	Emily bought a car yesterday	explicitIgnorance
1	21	target	345	48	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.99	22	target	345	48	male	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.4	23	target	345	48	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.11	24	target	345	48	male	English	AmE	"""":""""""""}	confess	Jayden rented a car	factL
0.22	25	target	345	48	male	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.62	26	target	345	48	male	English	AmE	"""":""""""""}	acknowledge	Charley speaks Spanish	factL
0.86	27	target	345	48	male	English	AmE	"""":""""""""}	inform	Mary is pregnant	explicitIgnorance
1	28	target	345	48	male	English	AmE	"""":""""""""}	know	Frank got a cat	factH
0.2	29	target	345	48	male	English	AmE	"""":""""""""}	see	Jackson ran 10 miles	factL
0.84	30	target	345	48	male	English	AmE	"""":""""""""}	announce	Mia drank 2 cocktails last night	factH
0.91	31	target	345	48	male	English	AmE	"""":""""""""}	say	Jon walks to work	explicitIgnorance
0.73	32	target	345	48	male	English	AmE	"""":""""""""}	demonstrate	Tony had a drink last night	explicitIgnorance
0.28	33	target	345	48	male	English	AmE	"""":""""""""}	be annoyed	Grace visited her sister	explicitIgnorance
0.65	34	target	345	48	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.08	35	target	345	48	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.87	36	target	345	48	male	English	AmE	"""":""""""""}	suggest	Owen shoveled snow last winter	factH
0.98	37	target	345	48	male	English	AmE	"""":""""""""}	confirm	Zoe calculated the tip	explicitIgnorance
0.45	38	target	345	48	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.58	39	target	345	48	male	English	AmE	"""":""""""""}	think	Julian dances salsa	factL
0.99	1	practice	244	37	non-binary	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	244	37	non-binary	English	AmE	"""":""""""""}	practice	noCC	other
0.57	5	practice	244	37	non-binary	English	AmE	"""":""""""""}	practice	noCC	other
1	7	practice	244	37	non-binary	English	AmE	"""":""""""""}	practice	noCC	other
1	9	practice	244	37	non-binary	English	AmE	"""":""""""""}	practice	noCC	other
0	11	practice	244	37	non-binary	English	AmE	"""":""""""""}	practice	noCC	other
1	14	target	244	37	non-binary	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.99	15	target	244	37	non-binary	English	AmE	"""":""""""""}	be right	Sophia got a tattoo	explicitIgnorance
0.01	16	target	244	37	non-binary	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
1	17	target	244	37	non-binary	English	AmE	"""":""""""""}	be annoyed	Tony had a drink last night	explicitIgnorance
0.99	18	target	244	37	non-binary	English	AmE	"""":""""""""}	establish	Mia drank 2 cocktails last night	explicitIgnorance
1	19	target	244	37	non-binary	English	AmE	"""":""""""""}	see	Zoe calculated the tip	explicitIgnorance
0.54	20	target	244	37	non-binary	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
1	21	target	244	37	non-binary	English	AmE	"""":""""""""}	inform	Olivia sleeps until noon	factH
1	22	target	244	37	non-binary	English	AmE	"""":""""""""}	say	Josie went on vacation to France	explicitIgnorance
1	23	target	244	37	non-binary	English	AmE	"""":""""""""}	confess	Frank got a cat	factH
1	24	target	244	37	non-binary	English	AmE	"""":""""""""}	think	Emma studied on Saturday morning	factH
0	25	target	244	37	non-binary	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
1	26	target	244	37	non-binary	English	AmE	"""":""""""""}	know	Mary is pregnant	explicitIgnorance
0.18	27	target	244	37	non-binary	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0	28	target	244	37	non-binary	English	AmE	"""":""""""""}	confirm	Jayden rented a car	factL
1	29	target	244	37	non-binary	English	AmE	"""":""""""""}	announce	Jackson ran 10 miles	explicitIgnorance
1	30	target	244	37	non-binary	English	AmE	"""":""""""""}	suggest	Isabella ate a steak on Sunday	explicitIgnorance
0.99	31	target	244	37	non-binary	English	AmE	"""":""""""""}	acknowledge	Owen shoveled snow last winter	explicitIgnorance
1	32	target	244	37	non-binary	English	AmE	"""":""""""""}	controlGood3	noCC	other
1	33	target	244	37	non-binary	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
1	34	target	244	37	non-binary	English	AmE	"""":""""""""}	demonstrate	Danny ate the last cupcake	explicitIgnorance
1	35	target	244	37	non-binary	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.27	36	target	244	37	non-binary	English	AmE	"""":""""""""}	pretend	Grace visited her sister	explicitIgnorance
1	37	target	244	37	non-binary	English	AmE	"""":""""""""}	reveal	Emily bought a car yesterday	factL
0.11	38	target	244	37	non-binary	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
1	39	target	244	37	non-binary	English	AmE	"""":""""""""}	prove	Jon walks to work	factH
0	40	target	244	37	non-binary	English	AmE	"""":""""""""}	admit	Julian dances salsa	factL
0.98	41	target	244	37	non-binary	English	AmE	"""":""""""""}	discover	Charley speaks Spanish	explicitIgnorance
0.79	42	target	244	37	non-binary	English	AmE	"""":""""""""}	hear	Josh learned to ride a bike yesterday	factL
1	43	target	244	37	non-binary	English	AmE	"""":""""""""}	controlGood4	noCC	other
1	1	practice	357	48	female	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	357	48	female	English	AmE	"""":""""""""}	practice	noCC	other
0.82	5	practice	357	48	female	English	AmE	"""":""""""""}	practice	noCC	other
