rt	stimulus	response	trial_type	trial_index	time_elapsed	internal_node_id	slider_start	task	correct	accuracy	participant_id	ctime
6626	<p style='text-align:left'><b>Here's the third practice example.</b><br><br><b>Kerstin: </b> <i>""I am going on vacation to Ireland. Does Fritz realize that Joe is going with me?""</i></p>	95	html-slider-response	5	65798	0.0-3.0-0.0	50	practice	TRUE	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
3268	<p style='text-align:left'><b> Good response! </b><br><br><b>Kerstin: </b> <i>""I am going on vacation to Ireland. Does Fritz realize that Joe is going with me?""</i> <br><br> Kerstin's question sounds very natural in this context.</p>	0	html-button-response	6	69069	0.0-3.0-2.0-0.0	NA	NA	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
12735	<p style='text-align:left'><b> Here's the last practice example.</b><br><br><b>Mirko: </b><i>""I have no idea if Anna has any dogs. Is Samuel glad that Anna fed her dogs?""</i></p>	0	html-slider-response	7	81806	0.0-4.0-0.0	50	practice	TRUE	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
6776	<p style='text-align:left'><b> Good response! </b><br><br><b>Mirko: </b><i>""I have no idea if Anna has any dogs. Is Samuel glad that Anna fed her dogs?""</i> <br><br> Mirko's question does not sound very natural in this context. Mirko's question implies that he thinks that Anna has dogs, but he stated that he doesn't know whether Anna has any dogs.</p>	0	html-button-response	8	88585	0.0-4.0-2.0-0.0	NA	NA	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
6737	<p style='text-align:left'><b>Great, you're ready to go!</b><br>To make sure you are paying attention, we have included some examples for which we know the right answer. If you read the examples carefully, you will definitely get those right.<br></p>	0	html-button-response	9	95324	0.0-5.0	NA	NA	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
16461	<b>Finn:</b><em> ""I don't know if Samantha has a new hat. Does Samantha have a new hat?""</em>	86	html-slider-response	10	111789	0.0-6.0-0.0	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
14238	<b>Diane:</b><em> ""I don't know if Josh learned to ride a bike yesterday. Is Sharon annoyed that Josh learned to ride a bike yesterday?""</em>	0	html-slider-response	11	126030	0.0-6.0-0.1	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
8874	<b>Larry:</b><em> ""I don't know if Charley speaks Spanish. Did Anna demonstrate that Charley speaks Spanish?""</em>	91	html-slider-response	12	134907	0.0-6.0-0.2	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
9548	<b>Rachel:</b><em> ""I don't know if Josie went on vacation to France. Does Scott think that Josie went on vacation to France?""</em>	100	html-slider-response	13	144457	0.0-6.0-0.3	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
8173	<b>Ike:</b><em> ""Mary visited her aunt yesterday. Is Mary's aunt sick?""</em>	100	html-slider-response	14	152634	0.0-6.0-0.4	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
13316	<b>Nicole:</b><em> ""Emily has been saving for a year. Did Brian inform Sam that Emily bought a car yesterday?""</em>	74	html-slider-response	15	165953	0.0-6.0-0.5	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
8880	<b>Fran:</b><em> ""I don't know if Owen shoveled snow last winter. Did Cynthia acknowledge that Owen shoveled snow last winter?""</em>	13	html-slider-response	16	174835	0.0-6.0-0.6	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
33739	<b>Arlen:</b><em> ""I don't know if anyone was playing outside with the kids. Was it Jack who was playing outside with the kids?""</em>	17	html-slider-response	17	208577	0.0-6.0-0.7	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
14170	<b>Jeffrey:</b><em> ""I don't know if Mary is pregnant. Did Patrick see that Mary is pregnant?""</em>	32	html-slider-response	18	222751	0.0-6.0-0.8	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
9208	<b>Melissa:</b><em> ""I don't know if Tony had a drink last night. Did Rebecca say that Tony had a drink last night?""</em>	82	html-slider-response	19	231963	0.0-6.0-0.9	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
12242	<b>Jeffrey:</b><em> ""I don't know if Jackson ran 10 miles. Does Laura know that Jackson ran 10 miles?""</em>	0	html-slider-response	20	244208	0.0-6.0-0.10	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
38454	<b>Dorothy:</b><em> ""Emma is in law school. Did Justin prove that Emma studied on Saturday morning?""</em>	10	html-slider-response	21	282664	0.0-6.0-0.11	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
14931	<b>Jennifer:</b><em> ""Frank is allergic to cats. Did Melissa confirm that Frank got a cat?""</em>	9	html-slider-response	22	297598	0.0-6.0-0.12	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
12360	<b>Eric:</b><em> ""I don't know if Julian dances salsa. Did Kathleen discover that Julian dances salsa?""</em>	0	html-slider-response	23	309960	0.0-6.0-0.13	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
17071	<b>Autumn:</b><em> ""I don't know if John was ever reading ""Dune"". Has John recently continued reading ""Dune""?""</em>	0	html-slider-response	24	327033	0.0-6.0-0.14	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
11266	<b>Saskia:</b><em> ""I don't know if William was ever interested in history. Is William interested in history again?""</em>	100	html-slider-response	25	338301	0.0-6.0-0.15	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
13077	<b>Pax:</b><em> ""Hendrick was looking to buy a car. Was Hendrick's car expensive?""</em>	0	html-slider-response	26	351381	0.0-6.0-0.16	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
9638	<b>Karen:</b><em> ""I don't know if Isabella ate a steak on Sunday. Is Kevin right that Isabella ate a steak on Sunday?""</em>	69	html-slider-response	27	361021	0.0-6.0-0.17	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
14536	<b>Patrick:</b><em> ""Jon lives 2 blocks away from work. Did Ruth establish that Jon walks to work?""</em>	100	html-slider-response	28	375560	0.0-6.0-0.18	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
10462	<b>Leia:</b><em> ""I don't know if Ann plays any instrument. Does Ann play the flute, too?""</em>	0	html-slider-response	29	386024	0.0-6.0-0.19	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
12245	<b>David:</b><em> ""Grace hates her sister. Did Andrew confess that Grace visited her sister?""</em>	100	html-slider-response	30	398271	0.0-6.0-0.20	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
17482	<b>Lisa:</b><em> ""I don't know if Jayden rented a car. Did Stephanie reveal that Jayden rented a car?""</em>	100	html-slider-response	31	415756	0.0-6.0-0.21	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
24249	<b>Angela:</b><em> ""Sophia is a high end fashion model. Did Ben admit that Sophia got a tattoo?""</em>	23	html-slider-response	32	440007	0.0-6.0-0.22	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
10962	<b>Scott:</b><em> ""Mia is a nun. Did Ray announce that Mia drank 2 cocktails last night?""</em>	100	html-slider-response	33	450972	0.0-6.0-0.23	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
10271	<b>Christopher:</b><em> ""I don't know if Zoe calculated the tip. Did Tim suggest that Zoe calculated the tip?""</em>	100	html-slider-response	34	461246	0.0-6.0-0.24	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
7701	<b>Dalton:</b><em> ""I don't know if Svenja plays any sport. Does Svenja also play soccer?""</em>	8	html-slider-response	35	468950	0.0-6.0-0.25	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
15039	<b>Cici:</b><em> ""I don't know if Stephen was ever in the habit of vaping. Has Stephen recently stopped vaping?""</em>	0	html-slider-response	36	483992	0.0-6.0-0.26	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
11155	<b>Brian:</b><em> ""I don't know if Olivia sleeps until noon. Did Jerry pretend that Olivia sleeps until noon?""</em>	24	html-slider-response	37	495150	0.0-6.0-0.27	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
11448	<b>Kenneth:</b><em> ""Danny loves cake. Did Amanda hear that Danny ate the last cupcake?""</em>	100	html-slider-response	38	506601	0.0-6.0-0.28	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
9834	<b>Marlo:</b><em> ""I don't know if this pizza has mushrooms on it. Does this pizza have mushrooms on it?""</em>	100	html-slider-response	39	516438	0.0-6.0-0.29	50	target	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
19548	NA	{""P0_Q0"":null,""age"":""27"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}	survey	40	536093	0.0-7.0	NA	demographics	NA	[]	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
7751	<p>You're done! Thanks for participating! <br>
  The completion code is <b>C1HNU5GM</b>.</p>	0	html-button-response	41	543846	0.0-8.0	NA	NA	NA	NA	ebba9879-d23d-4913-8b8e-bb406d9a309d	2023-07-05 16:05:59 CEST
